timestamp,Request_rate,CPU_usage,Memory_usage,Disk_IO,Network_IO,Response_time,Error_rate,Active_sessions,Is_Anomaly,Anomaly_Type
2026-01-01 00:00:00,898.4512998829181,52.13418487967703,35.144902207800314,11.055202623885666,460.8882297344654,57.83160079016495,0.9041497493765135,99.17992536812083,0,Normal
2026-01-01 00:10:00,978.456045516107,40.73506861336074,39.473124615632145,11.133914300070796,483.3285541521404,51.66889457448882,0.6000173676040308,74.79799105693881,0,Normal
2026-01-01 00:20:00,872.6366243720023,43.98106553408605,34.47390010305493,9.097274547714123,431.32608868462677,55.06476232179598,0.49329351527958964,93.94649443783861,0,Normal
2026-01-01 00:30:00,924.6107380944517,42.97736363310013,44.214526879544216,11.11093121565427,442.6495245731951,56.40520234459895,0.2163812696317337,95.3004961365025,0,Normal
2026-01-01 00:40:00,1223.1967280960178,40.66042208835121,41.53716349767332,12.833984599203738,619.5995919675524,49.776364061679,0.1539410265548195,119.06687560988624,0,Normal
2026-01-01 00:50:00,1131.8981528858328,44.69699369618813,43.13539798458695,4.167025914148155,566.913089821429,50.429266573604835,0.7633763701248432,103.5757336939719,0,Normal
2026-01-01 01:00:00,1071.5732902272878,39.9573955900563,46.24814253367978,12.24507134377958,528.3324608630699,61.4899132805076,0.5535344336889346,115.30402590409605,0,Normal
2026-01-01 01:10:00,929.3987992309758,42.7195241469196,29.57426142303205,8.130141970255734,460.1590406152509,61.3946476349889,0.2657181532393699,96.43031474751466,0,Normal
2026-01-01 01:20:00,1078.3624307906819,54.02993065417403,39.93355157062337,11.777855016476387,530.8291867380739,52.506053124940834,0.1780770650238399,92.79795648862557,0,Normal
2026-01-01 01:30:00,1213.1229189934795,41.92956485663079,40.615457164321995,12.66819533747062,617.2712525225656,61.916313623012016,0.9809800146984886,130.85262734136427,0,Normal
2026-01-01 01:40:00,1317.996774208778,40.44943557594618,46.97086218658599,9.242013159450266,652.2292149819009,65.21855909426175,0.3006859825425596,147.5073471114832,0,Normal
2026-01-01 01:50:00,1401.2490166957243,49.95471566384319,48.33516816931895,8.022609487461494,703.8990242005852,51.61656063596495,0.2328878360745193,132.7322357991087,0,Normal
2026-01-01 02:00:00,1317.3055128332842,42.788810306277284,44.1584395979889,11.368982047235802,656.9740828145634,59.879121350492824,0.2971368108724307,141.910471975848,0,Normal
2026-01-01 02:10:00,1268.5302573333809,52.927620275584985,42.313038511589596,10.638354727908213,634.475876263603,64.23592464003687,0.6889579100871474,98.18019634753693,0,Normal
2026-01-01 02:20:00,1177.324193361298,42.42643772107794,40.91665231616582,9.113392209051526,552.5211204011293,67.15683048454375,0.3640501998309096,122.6455743827462,0,Normal
2026-01-01 02:30:00,1432.2948612100142,50.35243592018575,41.31431379698388,11.144272656538789,730.7430822559363,48.72475619380289,0.894424948985344,141.51080021631265,0,Normal
2026-01-01 02:40:00,1390.41889247988,55.771842612195165,33.855209216801526,10.396574204100851,694.4372352367642,59.88663623203077,0.2377156257211809,133.51845449660152,0,Normal
2026-01-01 02:50:00,1395.0603246125918,44.183667039534654,38.28856236979893,9.801966187658447,702.8203271207102,55.90220218806088,0.8310584978000266,137.4212682287075,0,Normal
2026-01-01 03:00:00,1143.803035114354,46.55622925071715,34.44139755754026,12.223403889114772,573.683796260142,59.10187584317782,0.9422825718762813,108.94941436432826,0,Normal
2026-01-01 03:10:00,1331.2574206161282,39.610625743798245,44.47945244974169,12.464759133063108,678.9654806909494,53.573024401946384,0.9221228102240094,120.77052446734776,0,Normal
2026-01-01 03:20:00,1295.495823093451,53.92271414602929,44.402321242874976,10.38779638520479,645.7493434649281,67.90266099278509,0.9651610308781742,123.64819780948815,0,Normal
2026-01-01 03:30:00,1438.4223977835788,55.671703565255825,42.20325258094639,12.215314364837756,725.3821948179616,60.68238161003625,0.6863294749612923,152.41619791560285,0,Normal
2026-01-01 03:40:00,1405.2698104870358,45.61968594521232,49.24232295624272,7.976057279567293,697.0250092547438,60.01741296273683,0.9799601663336224,142.52896889128704,0,Normal
2026-01-01 03:50:00,1582.7651480843167,50.14916295142793,39.1373804639999,7.335683796516484,773.4816441407404,61.01562043049569,0.7658511867851353,149.28488290586537,0,Normal
2026-01-01 04:00:00,1605.9431644211436,47.05074058569379,40.69008613465836,11.037206595099187,828.8461935845704,52.93593217280114,0.9259404389991507,154.95616211729404,0,Normal
2026-01-01 04:10:00,1541.509127035288,58.274884940159936,36.3617337655684,10.900090944515185,778.4009547987761,62.43332391925576,0.3155899868767603,162.0409476937026,0,Normal
2026-01-01 04:20:00,1455.591197648023,40.709287588929875,36.82938738251837,9.424918966089272,748.1234035523706,59.471264590425584,0.6417776941741214,163.7701907307183,0,Normal
2026-01-01 04:30:00,1392.4783369695317,51.36499250764768,37.21534332471657,11.59427674989082,703.182364393131,59.68074964150401,0.6497268071510728,156.77710975392134,0,Normal
2026-01-01 04:40:00,1767.9291911872388,45.463902226795135,53.66361439737791,8.506237675816628,880.5562978599269,60.52637208576402,0.18366257407522107,173.30324218432204,0,Normal
2026-01-01 04:50:00,1674.1045790536205,59.492344722792275,45.487148731116214,11.715565815512424,829.1556040447557,76.64377943907903,0.14930780784792563,159.50382015243358,0,Normal
2026-01-01 05:00:00,1522.0184276406726,49.57250463837803,29.53347832670233,10.214739444392789,763.8851611416512,56.81010347885238,0.21225605003108688,147.62638190512013,0,Normal
2026-01-01 05:10:00,1331.1833946819738,55.509034146792324,35.2991800721024,9.416090074029377,665.921254759079,66.10681624559592,0.5403297053621181,137.7397679196154,0,Normal
2026-01-01 05:20:00,1489.356156256631,57.776040562242,32.76737449742304,11.887580067542292,729.8496004193355,60.70102429557151,0.839297397846808,144.32611557256985,0,Normal
2026-01-01 05:30:00,1778.8812879994807,58.75483645161236,31.73930743510715,10.633461546075784,883.230251527261,61.32758676736611,0.3011939518901859,178.38073277999757,0,Normal
2026-01-01 05:40:00,1445.8773765212868,47.82831704286558,42.042195669410305,12.216597095101417,711.1626367336144,68.57812303929722,0.2569429915006511,147.86437540188538,0,Normal
2026-01-01 05:50:00,1625.077298522065,52.09944042568476,28.16389384343244,6.623629679714174,837.8542347518552,70.13786932435104,0.6016835080145035,161.9854225527553,0,Normal
2026-01-01 06:00:00,1342.20373381228,48.56757064909052,41.78886591473595,8.872320998892882,672.7152631868272,65.50963460804164,0.9176751558125975,154.44805898019933,0,Normal
2026-01-01 06:10:00,1472.989870240604,42.275052373970624,42.15840398362753,11.230135793493236,756.7751796246544,60.652046885952586,0.7420556539052374,156.9314036728581,0,Normal
2026-01-01 06:20:00,1566.329285362101,52.73363061432972,36.76448776523502,12.493295143697813,794.0452669438657,60.92007174464866,0.5053897678934854,154.81533844586093,0,Normal
2026-01-01 06:30:00,1447.7519123084096,43.92388691727645,38.03535969662231,8.539568273863708,717.4781344738278,65.03851148033236,0.8393870659022555,137.75573208899056,0,Normal
2026-01-01 06:40:00,1356.942413190945,45.39241993774346,40.97140263020428,9.664795043322568,690.7992782862462,60.5127692637956,0.14655519119741584,134.76170333996578,0,Normal
2026-01-01 06:50:00,1581.5406162406505,44.70067196309775,40.9802896384604,12.01924903938879,797.9946258713504,59.45203589211117,0.5440546807157218,156.89894191787982,0,Normal
